
         0.10000000E+000 ,          0.61135984E-005 ,          0.00000000E+000
         0.20000000E+000 ,          0.99295786E-005 ,          0.00000000E+000
         0.30000000E+000 ,          0.15966920E-004 ,          0.00000000E+000
         0.40000000E+000 ,          0.25419570E-004 ,          0.00000000E+000
         0.50000000E+000 ,          0.40065640E-004 ,          0.00000000E+000
         0.60000000E+000 ,          0.62522009E-004 ,          0.00000000E+000
         0.70000000E+000 ,          0.96594135E-004 ,          0.00000000E+000
         0.80000000E+000 ,          0.14774936E-003 ,          0.00000000E+000
         0.90000000E+000 ,          0.22374716E-003 ,          0.00000000E+000
         0.10000000E+001 ,          0.33546446E-003 ,          0.00000000E+000
         0.11000000E+001 ,          0.49795783E-003 ,          0.00000000E+000
         0.12000000E+001 ,          0.73180553E-003 ,          0.00000000E+000
         0.13000000E+001 ,          0.10647702E-002 ,          0.00000000E+000
         0.14000000E+001 ,          0.15338156E-002 ,          0.00000000E+000
         0.15000000E+001 ,          0.21874971E-002 ,          0.00000000E+000
         0.16000000E+001 ,          0.30887226E-002 ,          0.00000000E+000
         0.17000000E+001 ,          0.43178484E-002 ,          0.00000000E+000
         0.18000000E+001 ,          0.59760325E-002 ,          0.00000000E+000
         0.19000000E+001 ,          0.81887117E-002 ,          0.00000000E+000
         0.20000000E+001 ,          0.11109008E-001 ,          0.00000000E+000
         0.21000000E+001 ,          0.14920798E-001 ,          0.00000000E+000
         0.22000000E+001 ,          0.19841107E-001 ,          0.00000000E+000
         0.23000000E+001 ,          0.26121421E-001 ,          0.00000000E+000
         0.24000000E+001 ,          0.34047464E-001 ,          0.00000000E+000
         0.25000000E+001 ,          0.43936941E-001 ,          0.00000000E+000
         0.26000000E+001 ,          0.56134766E-001 ,          0.00000000E+000
         0.27000000E+001 ,          0.71005352E-001 ,          0.00000000E+000
         0.28000000E+001 ,          0.88921609E-001 ,          0.00000000E+000
         0.29000000E+001 ,          0.11025051E+000 ,          0.00000000E+000
         0.30000000E+001 ,          0.13533526E+000 ,          0.00000000E+000
         0.31000000E+001 ,          0.16447442E+000 ,          0.00000000E+000
         0.32000000E+001 ,          0.19789866E+000 ,          0.00000000E+000
         0.33000000E+001 ,          0.23574603E+000 ,          0.00000000E+000
         0.34000000E+001 ,          0.27803724E+000 ,          0.00000000E+000
         0.35000000E+001 ,          0.32465241E+000 ,          0.00000000E+000
         0.36000000E+001 ,          0.37531103E+000 ,          0.00000000E+000
         0.37000000E+001 ,          0.42955729E+000 ,          0.00000000E+000
         0.38000000E+001 ,          0.48675220E+000 ,          0.00000000E+000
         0.39000000E+001 ,          0.54607437E+000 ,          0.00000000E+000
         0.40000000E+001 ,          0.60653062E+000 ,          0.00000000E+000
         0.41000000E+001 ,          0.66697678E+000 ,          0.00000000E+000
         0.42000000E+001 ,          0.72614903E+000 ,          0.00000000E+000
         0.43000000E+001 ,          0.78270455E+000 ,          0.00000000E+000
         0.44000000E+001 ,          0.83527024E+000 ,          0.00000000E+000
         0.45000000E+001 ,          0.88249695E+000 ,          0.00000000E+000
         0.46000000E+001 ,          0.92311641E+000 ,          0.00000000E+000
         0.47000000E+001 ,          0.95599756E+000 ,          0.00000000E+000
         0.48000000E+001 ,          0.98019877E+000 ,          0.00000000E+000
         0.49000000E+001 ,          0.99501258E+000 ,          0.00000000E+000
         0.50000000E+001 ,          0.10000001E+001 ,          0.00000000E+000
         0.51000000E+001 ,          0.99501258E+000 ,          0.00000000E+000
         0.52000000E+001 ,          0.98019877E+000 ,          0.00000000E+000
         0.53000000E+001 ,          0.95599756E+000 ,          0.00000000E+000
         0.54000000E+001 ,          0.92311641E+000 ,          0.00000000E+000
         0.55000000E+001 ,          0.88249695E+000 ,          0.00000000E+000
         0.56000000E+001 ,          0.83527024E+000 ,          0.00000000E+000
         0.57000000E+001 ,          0.78270455E+000 ,          0.00000000E+000
         0.58000000E+001 ,          0.72614903E+000 ,          0.00000000E+000
         0.59000000E+001 ,          0.66697678E+000 ,          0.00000000E+000
         0.60000000E+001 ,          0.60653062E+000 ,          0.00000000E+000
         0.61000000E+001 ,          0.54607437E+000 ,          0.00000000E+000
         0.62000000E+001 ,          0.48675220E+000 ,          0.00000000E+000
         0.63000000E+001 ,          0.42955729E+000 ,          0.00000000E+000
         0.64000000E+001 ,          0.37531103E+000 ,          0.00000000E+000
         0.65000000E+001 ,          0.32465241E+000 ,          0.00000000E+000
         0.66000000E+001 ,          0.27803724E+000 ,          0.00000000E+000
         0.67000000E+001 ,          0.23574603E+000 ,          0.00000000E+000
         0.68000000E+001 ,          0.19789866E+000 ,          0.00000000E+000
         0.69000000E+001 ,          0.16447442E+000 ,          0.00000000E+000
         0.70000000E+001 ,          0.13533526E+000 ,          0.00000000E+000
         0.71000000E+001 ,          0.11025051E+000 ,          0.00000000E+000
         0.72000000E+001 ,          0.88921609E-001 ,          0.00000000E+000
         0.73000000E+001 ,          0.71005352E-001 ,          0.00000000E+000
         0.74000000E+001 ,          0.56134766E-001 ,          0.00000000E+000
         0.75000000E+001 ,          0.43936941E-001 ,          0.00000000E+000
         0.76000000E+001 ,          0.34047464E-001 ,          0.00000000E+000
         0.77000000E+001 ,          0.26121421E-001 ,          0.00000000E+000
         0.78000000E+001 ,          0.19841107E-001 ,          0.00000000E+000
         0.79000000E+001 ,          0.14920798E-001 ,          0.00000000E+000
         0.80000000E+001 ,          0.11109008E-001 ,          0.00000000E+000
         0.81000000E+001 ,          0.81887117E-002 ,          0.00000000E+000
         0.82000000E+001 ,          0.59760325E-002 ,          0.00000000E+000
         0.83000000E+001 ,          0.43178484E-002 ,          0.00000000E+000
         0.84000000E+001 ,          0.30887226E-002 ,          0.00000000E+000
         0.85000000E+001 ,          0.21874971E-002 ,          0.00000000E+000
         0.86000000E+001 ,          0.15338156E-002 ,          0.00000000E+000
         0.87000000E+001 ,          0.10647702E-002 ,          0.00000000E+000
         0.88000000E+001 ,          0.73180553E-003 ,          0.00000000E+000
         0.89000000E+001 ,          0.49795783E-003 ,          0.00000000E+000
         0.90000000E+001 ,          0.33546446E-003 ,          0.00000000E+000
         0.91000000E+001 ,          0.22374716E-003 ,          0.00000000E+000
         0.92000000E+001 ,          0.14774936E-003 ,          0.00000000E+000
         0.93000000E+001 ,          0.96594135E-004 ,          0.00000000E+000
         0.94000000E+001 ,          0.62522009E-004 ,          0.00000000E+000
         0.95000000E+001 ,          0.40065640E-004 ,          0.00000000E+000
         0.96000000E+001 ,          0.25419570E-004 ,          0.00000000E+000
         0.97000000E+001 ,          0.15966920E-004 ,          0.00000000E+000
         0.98000000E+001 ,          0.99295786E-005 ,          0.00000000E+000
         0.99000000E+001 ,          0.61135984E-005 ,          0.00000000E+000
